Ngày,Thứ,Nguyên liệu,Số lượng bán (kg),Thời tiết,Ngày lễ
2023-01-19,Thursday,Rau muống,109.0,Nắng,Không
2023-01-19,Thursday,Rau mồng tơi,28.0,Mưa,Không
2023-01-19,Thursday,Rau nhút,60.0,Mưa,Không
2023-01-19,Thursday,Rau răm,12.0,Mưa,Không
2023-01-19,Thursday,Dưa leo,55.0,Nắng,Không
2023-01-19,Thursday,Cà chua bi,99.0,Mưa,Không
2023-01-19,Thursday,Cà chua,74.0,Mưa,Không
2023-01-19,Thursday,Khoai tây,78.0,Mưa,Không
2023-01-19,Thursday,Khoai lang,50.0,Mưa,Không
2023-01-19,Thursday,Khoai mì,18.0,Mưa,Không
2023-01-19,Thursday,Thịt heo,29.0,Mưa,Không
2023-01-19,Thursday,Thịt bò,51.0,Nắng,Không
2023-01-19,Thursday,Thịt lợn,45.0,Mưa,Không
2023-01-19,Thursday,Thịt gà,67.0,Mưa,Không
2023-01-19,Thursday,Thịt cừu,16.0,Mưa,Không
2023-01-19,Thursday,Cá basa,4.0,Mưa,Không
2023-01-19,Thursday,Cá hồi,5.0,Nắng,Không
2023-01-19,Thursday,Cá thu,89.0,Nắng,Không
2023-01-19,Thursday,Cá ngừ,79.0,Mưa,Không
2023-01-19,Thursday,Cá lóc,2.0,Mưa,Không
2023-01-19,Thursday,Tôm sú,45.0,Mưa,Không
2023-01-19,Thursday,Tôm hùm,59.0,Mưa,Không
2023-01-19,Thursday,Mực ống,72.0,Mưa,Không
2023-01-19,Thursday,Mực nang,162.0,Nắng,Không
2023-01-19,Thursday,Cua đồng,124.0,Nắng,Không
2023-01-19,Thursday,Cua biển,162.0,Nắng,Không
2023-01-19,Thursday,Sườn cốt lết,27.0,Nắng,Không
2023-01-19,Thursday,Sườn non,26.0,Mưa,Không
2023-01-19,Thursday,Thăn heo,82.0,Mưa,Không
2023-01-19,Thursday,Thịt ba chỉ,182.0,Nắng,Không
2023-01-19,Thursday,Rau cải,4.0,Mưa,Không
2023-01-19,Thursday,Rau ngót,169.0,Nắng,Không
2023-01-19,Thursday,Rau đay,10.0,Mưa,Không
2023-01-19,Thursday,Rau dền,194.0,Nắng,Không
2023-01-19,Thursday,Rau má,77.0,Mưa,Không
2023-01-19,Thursday,Rau thơm,176.0,Nắng,Không
2023-01-19,Thursday,Rau húng,18.0,Mưa,Không
2023-01-19,Thursday,Rau quế,87.0,Mưa,Không
2023-01-19,Thursday,Rau mùi,40.0,Mưa,Không
2023-01-19,Thursday,Rau tía tô,124.0,Nắng,Không
2023-01-19,Thursday,Cà rốt,65.0,Mưa,Không
2023-01-19,Thursday,Củ cải trắng,38.0,Mưa,Không
2023-01-19,Thursday,Củ cải đỏ,45.0,Mưa,Không
2023-01-19,Thursday,Bí đỏ,45.0,Nắng,Không
2023-01-19,Thursday,Bí xanh,48.0,Nắng,Không
2023-01-19,Thursday,Bí đao,81.0,Mưa,Không
2023-01-19,Thursday,Bí ngô,20.0,Nắng,Không
2023-01-19,Thursday,Bí phấn,48.0,Mưa,Không
2023-01-19,Thursday,Bí đao,12.0,Mưa,Không
2023-01-19,Thursday,Bí ngô,75.0,Nắng,Không
2023-01-19,Thursday,Thịt vịt,68.0,Nắng,Không
2023-01-19,Thursday,Thịt ngan,12.0,Nắng,Không
2023-01-19,Thursday,Thịt ngỗng,21.0,Nắng,Không
2023-01-19,Thursday,Thịt chim,98.0,Mưa,Không
2023-01-19,Thursday,Thịt thỏ,65.0,Nắng,Không
2023-01-19,Thursday,Thịt nai,50.0,Nắng,Không
2023-01-19,Thursday,Thịt đà điểu,63.0,Mưa,Không
2023-01-19,Thursday,Thịt trâu,154.0,Nắng,Không
2023-01-19,Thursday,Thịt dê,66.0,Nắng,Không
2023-01-19,Thursday,Thịt heo rừng,135.0,Nắng,Không
2023-01-19,Thursday,Cá chép,42.0,Mưa,Không
2023-01-19,Thursday,Cá rô phi,36.0,Mưa,Không
2023-01-19,Thursday,Cá trê,10.0,Mưa,Không
2023-01-19,Thursday,Cá bống,9.0,Nắng,Không
2023-01-19,Thursday,Cá cơm,11.0,Mưa,Không
2023-01-19,Thursday,Cá kèo,167.0,Nắng,Không
2023-01-19,Thursday,Cá linh,17.0,Mưa,Không
2023-01-19,Thursday,Cá lăng,20.0,Mưa,Không
2023-01-19,Thursday,Cá mè,66.0,Nắng,Không
2023-01-19,Thursday,Cá trắm,37.0,Mưa,Không
2023-01-19,Thursday,Tôm càng xanh,3.0,Mưa,Không
2023-01-19,Thursday,Tôm đất,8.0,Nắng,Không
2023-01-19,Thursday,Tôm thẻ,95.0,Mưa,Không
2023-01-19,Thursday,Tôm bạc,46.0,Mưa,Không
2023-01-19,Thursday,Mực lá,147.0,Nắng,Không
2023-01-19,Thursday,Mực trứng,38.0,Mưa,Không
2023-01-19,Thursday,Mực cơm,153.0,Nắng,Không
2023-01-19,Thursday,Mực sữa,38.0,Mưa,Không
2023-01-19,Thursday,Cua gạch,50.0,Mưa,Không
2023-01-19,Thursday,Cua thịt,30.0,Mưa,Không
2023-01-19,Thursday,Sườn heo,39.0,Mưa,Không
2023-01-19,Thursday,Sườn bò,163.0,Nắng,Không
2023-01-19,Thursday,Thăn bò,199.0,Nắng,Không
2023-01-19,Thursday,Thịt bò bắp,65.0,Mưa,Không
2023-01-19,Thursday,Thịt bò gân,25.0,Mưa,Không
2023-01-19,Thursday,Thịt bò phi lê,67.0,Mưa,Không
2023-01-19,Thursday,Thịt bò xay,33.0,Nắng,Không
2023-01-19,Thursday,Thịt bò nạc,132.0,Nắng,Không
2023-01-19,Thursday,Thịt bò ba chỉ,26.0,Mưa,Không
2023-01-19,Thursday,Thịt bò thăn nội,5.0,Mưa,Không
2023-01-20,Friday,Rau muống,45.0,Mưa,Không
2023-01-20,Friday,Rau mồng tơi,64.0,Mưa,Không
2023-01-20,Friday,Rau nhút,76.0,Mưa,Không
2023-01-20,Friday,Rau răm,117.0,Nắng,Không
2023-01-20,Friday,Dưa leo,12.0,Mưa,Không
2023-01-20,Friday,Cà chua bi,43.0,Nắng,Không
2023-01-20,Friday,Cà chua,15.0,Mưa,Không
2023-01-20,Friday,Khoai tây,196.0,Nắng,Không
2023-01-20,Friday,Khoai lang,13.0,Mưa,Không
2023-01-20,Friday,Khoai mì,72.0,Mưa,Không
2023-01-20,Friday,Thịt heo,108.0,Nắng,Không
2023-01-20,Friday,Thịt bò,17.0,Nắng,Không
2023-01-20,Friday,Thịt lợn,29.0,Nắng,Không
2023-01-20,Friday,Thịt gà,89.0,Nắng,Không
2023-01-20,Friday,Thịt cừu,93.0,Nắng,Không
2023-01-20,Friday,Cá basa,56.0,Mưa,Không
2023-01-20,Friday,Cá hồi,99.0,Mưa,Không
2023-01-20,Friday,Cá thu,69.0,Nắng,Không
2023-01-20,Friday,Cá ngừ,160.0,Nắng,Không
2023-01-20,Friday,Cá lóc,179.0,Nắng,Không
2023-01-20,Friday,Tôm sú,170.0,Nắng,Không
2023-01-20,Friday,Tôm hùm,67.0,Mưa,Không
2023-01-20,Friday,Mực ống,64.0,Mưa,Không
2023-01-20,Friday,Mực nang,28.0,Mưa,Không
2023-01-20,Friday,Cua đồng,159.0,Nắng,Không
2023-01-20,Friday,Cua biển,26.0,Mưa,Không
2023-01-20,Friday,Sườn cốt lết,127.0,Nắng,Không
2023-01-20,Friday,Sườn non,87.0,Mưa,Không
2023-01-20,Friday,Thăn heo,95.0,Mưa,Không
2023-01-20,Friday,Thịt ba chỉ,4.0,Mưa,Không
2023-01-20,Friday,Rau cải,155.0,Nắng,Không
2023-01-20,Friday,Rau ngót,86.0,Mưa,Không
2023-01-20,Friday,Rau đay,149.0,Nắng,Không
2023-01-20,Friday,Rau dền,49.0,Nắng,Không
2023-01-20,Friday,Rau má,75.0,Mưa,Không
2023-01-20,Friday,Rau thơm,32.0,Mưa,Không
2023-01-20,Friday,Rau húng,190.0,Nắng,Không
2023-01-20,Friday,Rau quế,56.0,Mưa,Không
2023-01-20,Friday,Rau mùi,72.0,Nắng,Không
2023-01-20,Friday,Rau tía tô,28.0,Mưa,Không
2023-01-20,Friday,Cà rốt,31.0,Mưa,Không
2023-01-20,Friday,Củ cải trắng,157.0,Nắng,Không
2023-01-20,Friday,Củ cải đỏ,88.0,Mưa,Không
2023-01-20,Friday,Bí đỏ,29.0,Mưa,Không
2023-01-20,Friday,Bí xanh,128.0,Nắng,Không
2023-01-20,Friday,Bí đao,81.0,Mưa,Không
2023-01-20,Friday,Bí ngô,194.0,Nắng,Không
2023-01-20,Friday,Bí phấn,52.0,Mưa,Không
2023-01-20,Friday,Bí đao,94.0,Mưa,Không
2023-01-20,Friday,Bí ngô,27.0,Mưa,Không
2023-01-20,Friday,Thịt vịt,72.0,Mưa,Không
2023-01-20,Friday,Thịt ngan,68.0,Mưa,Không
2023-01-20,Friday,Thịt ngỗng,38.0,Mưa,Không
2023-01-20,Friday,Thịt chim,75.0,Mưa,Không
2023-01-20,Friday,Thịt thỏ,153.0,Nắng,Không
2023-01-20,Friday,Thịt nai,174.0,Nắng,Không
2023-01-20,Friday,Thịt đà điểu,26.0,Mưa,Không
2023-01-20,Friday,Thịt trâu,135.0,Nắng,Không
2023-01-20,Friday,Thịt dê,11.0,Mưa,Không
2023-01-20,Friday,Thịt heo rừng,73.0,Mưa,Không
2023-01-20,Friday,Cá chép,125.0,Nắng,Không
2023-01-20,Friday,Cá rô phi,88.0,Mưa,Không
2023-01-20,Friday,Cá trê,155.0,Nắng,Không
2023-01-20,Friday,Cá bống,81.0,Mưa,Không
2023-01-20,Friday,Cá cơm,15.0,Mưa,Không
2023-01-20,Friday,Cá kèo,104.0,Nắng,Không
2023-01-20,Friday,Cá linh,120.0,Nắng,Không
2023-01-20,Friday,Cá lăng,137.0,Nắng,Không
2023-01-20,Friday,Cá mè,94.0,Nắng,Không
2023-01-20,Friday,Cá trắm,28.0,Mưa,Không
2023-01-20,Friday,Tôm càng xanh,77.0,Mưa,Không
2023-01-20,Friday,Tôm đất,125.0,Nắng,Không
2023-01-20,Friday,Tôm thẻ,53.0,Mưa,Không
2023-01-20,Friday,Tôm bạc,59.0,Mưa,Không
2023-01-20,Friday,Mực lá,72.0,Mưa,Không
2023-01-20,Friday,Mực trứng,86.0,Mưa,Không
2023-01-20,Friday,Mực cơm,168.0,Nắng,Không
2023-01-20,Friday,Mực sữa,55.0,Nắng,Không
2023-01-20,Friday,Cua gạch,38.0,Mưa,Không
2023-01-20,Friday,Cua thịt,32.0,Mưa,Không
2023-01-20,Friday,Sườn heo,171.0,Nắng,Không
2023-01-20,Friday,Sườn bò,37.0,Mưa,Không
2023-01-20,Friday,Thăn bò,14.0,Nắng,Không
2023-01-20,Friday,Thịt bò bắp,82.0,Mưa,Không
2023-01-20,Friday,Thịt bò gân,83.0,Mưa,Không
2023-01-20,Friday,Thịt bò phi lê,153.0,Nắng,Không
2023-01-20,Friday,Thịt bò xay,55.0,Mưa,Không
2023-01-20,Friday,Thịt bò nạc,94.0,Mưa,Không
2023-01-20,Friday,Thịt bò ba chỉ,58.0,Nắng,Không
2023-01-20,Friday,Thịt bò thăn nội,171.0,Nắng,Không
2023-01-21,Saturday,Rau muống,61.0,Nắng,Không
2023-01-21,Saturday,Rau mồng tơi,142.0,Nắng,Không
2023-01-21,Saturday,Rau nhút,171.0,Nắng,Không
2023-01-21,Saturday,Rau răm,118.0,Nắng,Không
2023-01-21,Saturday,Dưa leo,19.0,Nắng,Không
2023-01-21,Saturday,Cà chua bi,114.0,Nắng,Không
2023-01-21,Saturday,Cà chua,146.0,Nắng,Không
2023-01-21,Saturday,Khoai tây,33.0,Nắng,Không
2023-01-21,Saturday,Khoai lang,19.0,Mưa,Không
2023-01-21,Saturday,Khoai mì,128.0,Nắng,Không
2023-01-21,Saturday,Thịt heo,165.0,Nắng,Không
2023-01-21,Saturday,Thịt bò,158.0,Mưa,Không
2023-01-21,Saturday,Thịt lợn,54.0,Mưa,Không
2023-01-21,Saturday,Thịt gà,97.0,Nắng,Không
2023-01-21,Saturday,Thịt cừu,152.0,Nắng,Không
2023-01-21,Saturday,Cá basa,123.0,Nắng,Không
2023-01-21,Saturday,Cá hồi,85.0,Mưa,Không
2023-01-21,Saturday,Cá thu,29.0,Mưa,Không
2023-01-21,Saturday,Cá ngừ,16.0,Mưa,Không
2023-01-21,Saturday,Cá lóc,72.0,Nắng,Không
2023-01-21,Saturday,Tôm sú,129.0,Nắng,Không
2023-01-21,Saturday,Tôm hùm,47.0,Nắng,Không
2023-01-21,Saturday,Mực ống,27.0,Mưa,Không
2023-01-21,Saturday,Mực nang,39.0,Mưa,Không
2023-01-21,Saturday,Cua đồng,22.0,Nắng,Không
2023-01-21,Saturday,Cua biển,129.0,Nắng,Không
2023-01-21,Saturday,Sườn cốt lết,178.0,Nắng,Không
2023-01-21,Saturday,Sườn non,131.0,Nắng,Không
2023-01-21,Saturday,Thăn heo,36.0,Mưa,Không
2023-01-21,Saturday,Thịt ba chỉ,75.0,Mưa,Không
2023-01-21,Saturday,Rau cải,144.0,Nắng,Không
2023-01-21,Saturday,Rau ngót,184.0,Nắng,Không
2023-01-21,Saturday,Rau đay,70.0,Nắng,Không
2023-01-21,Saturday,Rau dền,160.0,Nắng,Không
2023-01-21,Saturday,Rau má,50.0,Mưa,Không
2023-01-21,Saturday,Rau thơm,2.0,Mưa,Không
2023-01-21,Saturday,Rau húng,62.0,Mưa,Không
2023-01-21,Saturday,Rau quế,1.0,Mưa,Không
2023-01-21,Saturday,Rau mùi,3.0,Mưa,Không
2023-01-21,Saturday,Rau tía tô,53.0,Mưa,Không
2023-01-21,Saturday,Cà rốt,98.0,Mưa,Không
2023-01-21,Saturday,Củ cải trắng,147.0,Nắng,Không
2023-01-21,Saturday,Củ cải đỏ,43.0,Nắng,Không
2023-01-21,Saturday,Bí đỏ,24.0,Mưa,Không
2023-01-21,Saturday,Bí xanh,85.0,Mưa,Không
2023-01-21,Saturday,Bí đao,4.0,Mưa,Không
2023-01-21,Saturday,Bí ngô,71.0,Mưa,Không
2023-01-21,Saturday,Bí phấn,18.0,Mưa,Không
2023-01-21,Saturday,Bí đao,163.0,Nắng,Không
2023-01-21,Saturday,Bí ngô,57.0,Nắng,Không
2023-01-21,Saturday,Thịt vịt,30.0,Mưa,Không
2023-01-21,Saturday,Thịt ngan,197.0,Nắng,Không
2023-01-21,Saturday,Thịt ngỗng,13.0,Mưa,Không
2023-01-21,Saturday,Thịt chim,75.0,Nắng,Không
2023-01-21,Saturday,Thịt thỏ,42.0,Mưa,Không
2023-01-21,Saturday,Thịt nai,58.0,Mưa,Không
2023-01-21,Saturday,Thịt đà điểu,151.0,Nắng,Không
2023-01-21,Saturday,Thịt trâu,86.0,Nắng,Không
2023-01-21,Saturday,Thịt dê,58.0,Mưa,Không
2023-01-21,Saturday,Thịt heo rừng,86.0,Nắng,Không
2023-01-21,Saturday,Cá chép,126.0,Nắng,Không
2023-01-21,Saturday,Cá rô phi,59.0,Mưa,Không
2023-01-21,Saturday,Cá trê,46.0,Mưa,Không
2023-01-21,Saturday,Cá bống,79.0,Nắng,Không
2023-01-21,Saturday,Cá cơm,50.0,Mưa,Không
2023-01-21,Saturday,Cá kèo,74.0,Mưa,Không
2023-01-21,Saturday,Cá linh,60.0,Nắng,Không
2023-01-21,Saturday,Cá lăng,15.0,Nắng,Không
2023-01-21,Saturday,Cá mè,92.0,Mưa,Không
2023-01-21,Saturday,Cá trắm,62.0,Mưa,Không
2023-01-21,Saturday,Tôm càng xanh,93.0,Mưa,Không
2023-01-21,Saturday,Tôm đất,42.0,Mưa,Không
2023-01-21,Saturday,Tôm thẻ,1.0,Mưa,Không
2023-01-21,Saturday,Tôm bạc,65.0,Nắng,Không
2023-01-21,Saturday,Mực lá,50.0,Nắng,Không
2023-01-21,Saturday,Mực trứng,173.0,Nắng,Không
2023-01-21,Saturday,Mực cơm,64.0,Mưa,Không
2023-01-21,Saturday,Mực sữa,54.0,Nắng,Không
2023-01-21,Saturday,Cua gạch,4.0,Nắng,Không
2023-01-21,Saturday,Cua thịt,50.0,Nắng,Không
2023-01-21,Saturday,Sườn heo,93.0,Nắng,Không
2023-01-21,Saturday,Sườn bò,19.0,Nắng,Không
2023-01-21,Saturday,Thăn bò,69.0,Mưa,Không
2023-01-21,Saturday,Thịt bò bắp,44.0,Mưa,Không
2023-01-21,Saturday,Thịt bò gân,145.0,Nắng,Không
2023-01-21,Saturday,Thịt bò phi lê,25.0,Nắng,Không
2023-01-21,Saturday,Thịt bò xay,36.0,Mưa,Không
2023-01-21,Saturday,Thịt bò nạc,81.0,Nắng,Không
2023-01-21,Saturday,Thịt bò ba chỉ,146.0,Nắng,Không
2023-01-21,Saturday,Thịt bò thăn nội,13.0,Mưa,Không
2023-01-22,Sunday,Rau muống,45.0,Mưa,Không
2023-01-22,Sunday,Rau mồng tơi,134.0,Nắng,Không
2023-01-22,Sunday,Rau nhút,186.0,Nắng,Không
2023-01-22,Sunday,Rau răm,56.0,Mưa,Không
2023-01-22,Sunday,Dưa leo,126.0,Nắng,Không
2023-01-22,Sunday,Cà chua bi,72.0,Mưa,Không
2023-01-22,Sunday,Cà chua,17.0,Mưa,Không
2023-01-22,Sunday,Khoai tây,97.0,Mưa,Không
2023-01-22,Sunday,Khoai lang,110.0,Nắng,Không
2023-01-22,Sunday,Khoai mì,7.0,Mưa,Không
2023-01-22,Sunday,Thịt heo,176.0,Nắng,Không
2023-01-22,Sunday,Thịt bò,132.0,Mưa,Không
2023-01-22,Sunday,Thịt lợn,149.0,Nắng,Không
2023-01-22,Sunday,Thịt gà,92.0,Mưa,Không
2023-01-22,Sunday,Thịt cừu,38.0,Nắng,Không
2023-01-22,Sunday,Cá basa,92.0,Nắng,Không
2023-01-22,Sunday,Cá hồi,15.0,Mưa,Không
2023-01-22,Sunday,Cá thu,99.0,Nắng,Không
2023-01-22,Sunday,Cá ngừ,65.0,Mưa,Không
2023-01-22,Sunday,Cá lóc,132.0,Nắng,Không
2023-01-22,Sunday,Tôm sú,40.0,Mưa,Không
2023-01-22,Sunday,Tôm hùm,155.0,Nắng,Không
2023-01-22,Sunday,Mực ống,30.0,Mưa,Không
2023-01-22,Sunday,Mực nang,169.0,Nắng,Không
2023-01-22,Sunday,Cua đồng,33.0,Mưa,Không
2023-01-22,Sunday,Cua biển,39.0,Mưa,Không
2023-01-22,Sunday,Sườn cốt lết,55.0,Mưa,Không
2023-01-22,Sunday,Sườn non,6.0,Mưa,Không
2023-01-22,Sunday,Thăn heo,34.0,Nắng,Không
2023-01-22,Sunday,Thịt ba chỉ,69.0,Mưa,Không
2023-01-22,Sunday,Rau cải,100.0,Nắng,Không
2023-01-22,Sunday,Rau ngót,97.0,Nắng,Không
2023-01-22,Sunday,Rau đay,1.0,Mưa,Không
2023-01-22,Sunday,Rau dền,58.0,Mưa,Không
2023-01-22,Sunday,Rau má,173.0,Nắng,Không
2023-01-22,Sunday,Rau thơm,97.0,Nắng,Không
2023-01-22,Sunday,Rau húng,31.0,Mưa,Không
2023-01-22,Sunday,Rau quế,62.0,Mưa,Không
2023-01-22,Sunday,Rau mùi,74.0,Nắng,Không
2023-01-22,Sunday,Rau tía tô,31.0,Mưa,Không
2023-01-22,Sunday,Cà rốt,51.0,Nắng,Không
2023-01-22,Sunday,Củ cải trắng,163.0,Nắng,Không
2023-01-22,Sunday,Củ cải đỏ,65.0,Mưa,Không
2023-01-22,Sunday,Bí đỏ,21.0,Mưa,Không
2023-01-22,Sunday,Bí xanh,41.0,Mưa,Không
2023-01-22,Sunday,Bí đao,189.0,Nắng,Không
2023-01-22,Sunday,Bí ngô,9.0,Nắng,Không
2023-01-22,Sunday,Bí phấn,161.0,Nắng,Không
2023-01-22,Sunday,Bí đao,46.0,Mưa,Không
2023-01-22,Sunday,Bí ngô,30.0,Nắng,Không
2023-01-22,Sunday,Thịt vịt,88.0,Mưa,Không
2023-01-22,Sunday,Thịt ngan,175.0,Nắng,Không
2023-01-22,Sunday,Thịt ngỗng,52.0,Nắng,Không
2023-01-22,Sunday,Thịt chim,54.0,Mưa,Không
2023-01-22,Sunday,Thịt thỏ,30.0,Mưa,Không
2023-01-22,Sunday,Thịt nai,15.0,Mưa,Không
2023-01-22,Sunday,Thịt đà điểu,70.0,Nắng,Không
2023-01-22,Sunday,Thịt trâu,19.0,Mưa,Không
2023-01-22,Sunday,Thịt dê,59.0,Mưa,Không
2023-01-22,Sunday,Thịt heo rừng,46.0,Nắng,Không
2023-01-22,Sunday,Cá chép,136.0,Nắng,Không
2023-01-22,Sunday,Cá rô phi,119.0,Nắng,Không
2023-01-22,Sunday,Cá trê,21.0,Mưa,Không
2023-01-22,Sunday,Cá bống,108.0,Nắng,Không
2023-01-22,Sunday,Cá cơm,197.0,Nắng,Không
2023-01-22,Sunday,Cá kèo,70.0,Nắng,Không
2023-01-22,Sunday,Cá linh,85.0,Mưa,Không
2023-01-22,Sunday,Cá lăng,55.0,Mưa,Không
2023-01-22,Sunday,Cá mè,62.0,Mưa,Không
2023-01-22,Sunday,Cá trắm,62.0,Mưa,Không
2023-01-22,Sunday,Tôm càng xanh,24.0,Mưa,Không
2023-01-22,Sunday,Tôm đất,88.0,Mưa,Không
2023-01-22,Sunday,Tôm thẻ,58.0,Nắng,Không
2023-01-22,Sunday,Tôm bạc,66.0,Mưa,Không
2023-01-22,Sunday,Mực lá,27.0,Mưa,Không
2023-01-22,Sunday,Mực trứng,1.0,Mưa,Không
2023-01-22,Sunday,Mực cơm,62.0,Mưa,Không
2023-01-22,Sunday,Mực sữa,85.0,Nắng,Không
2023-01-22,Sunday,Cua gạch,48.0,Mưa,Không
2023-01-22,Sunday,Cua thịt,15.0,Mưa,Không
2023-01-22,Sunday,Sườn heo,40.0,Nắng,Không
2023-01-22,Sunday,Sườn bò,195.0,Nắng,Không
2023-01-22,Sunday,Thăn bò,77.0,Mưa,Không
2023-01-22,Sunday,Thịt bò bắp,25.0,Mưa,Không
2023-01-22,Sunday,Thịt bò gân,92.0,Mưa,Không
2023-01-22,Sunday,Thịt bò phi lê,1.0,Nắng,Không
2023-01-22,Sunday,Thịt bò xay,150.0,Nắng,Không
2023-01-22,Sunday,Thịt bò nạc,2.0,Mưa,Không
2023-01-22,Sunday,Thịt bò ba chỉ,2.0,Mưa,Không
2023-01-22,Sunday,Thịt bò thăn nội,153.0,Nắng,Không
2023-01-23,Monday,Rau muống,58.0,Nắng,Không
2023-01-23,Monday,Rau mồng tơi,67.0,Mưa,Không
2023-01-23,Monday,Rau nhút,25.0,Mưa,Không
2023-01-23,Monday,Rau răm,171.0,Nắng,Không
2023-01-23,Monday,Dưa leo,86.0,Nắng,Không
2023-01-23,Monday,Cà chua bi,35.0,Nắng,Không
2023-01-23,Monday,Cà chua,13.0,Mưa,Không
2023-01-23,Monday,Khoai tây,97.0,Mưa,Không
2023-01-23,Monday,Khoai lang,30.0,Mưa,Không
2023-01-23,Monday,Khoai mì,186.0,Nắng,Không
2023-01-23,Monday,Thịt heo,48.0,Mưa,Không
2023-01-23,Monday,Thịt bò,83.0,Mưa,Không
2023-01-23,Monday,Thịt lợn,37.0,Nắng,Không
2023-01-23,Monday,Thịt gà,8.0,Mưa,Không
2023-01-23,Monday,Thịt cừu,46.0,Nắng,Không
2023-01-23,Monday,Cá basa,85.0,Nắng,Không
2023-01-23,Monday,Cá hồi,32.0,Mưa,Không
2023-01-23,Monday,Cá thu,39.0,Mưa,Không
2023-01-23,Monday,Cá ngừ,29.0,Mưa,Không
2023-01-23,Monday,Cá lóc,18.0,Mưa,Không
2023-01-23,Monday,Tôm sú,19.0,Mưa,Không
2023-01-23,Monday,Tôm hùm,32.0,Mưa,Không
2023-01-23,Monday,Mực ống,30.0,Mưa,Không
2023-01-23,Monday,Mực nang,41.0,Nắng,Không
2023-01-23,Monday,Cua đồng,12.0,Mưa,Không
2023-01-23,Monday,Cua biển,72.0,Mưa,Không
2023-01-23,Monday,Sườn cốt lết,62.0,Mưa,Không
2023-01-23,Monday,Sườn non,93.0,Mưa,Không
2023-01-23,Monday,Thăn heo,149.0,Nắng,Không
2023-01-23,Monday,Thịt ba chỉ,36.0,Nắng,Không
2023-01-23,Monday,Rau cải,70.0,Nắng,Không
2023-01-23,Monday,Rau ngót,73.0,Mưa,Không
2023-01-23,Monday,Rau đay,155.0,Nắng,Không
2023-01-23,Monday,Rau dền,65.0,Nắng,Không
2023-01-23,Monday,Rau má,12.0,Mưa,Không
2023-01-23,Monday,Rau thơm,97.0,Nắng,Không
2023-01-23,Monday,Rau húng,63.0,Mưa,Không
2023-01-23,Monday,Rau quế,82.0,Mưa,Không
2023-01-23,Monday,Rau mùi,90.0,Mưa,Không
2023-01-23,Monday,Rau tía tô,78.0,Mưa,Không
2023-01-23,Monday,Cà rốt,5.0,Mưa,Không
2023-01-23,Monday,Củ cải trắng,15.0,Mưa,Không
2023-01-23,Monday,Củ cải đỏ,121.0,Nắng,Không
2023-01-23,Monday,Bí đỏ,16.0,Nắng,Không
2023-01-23,Monday,Bí xanh,69.0,Nắng,Không
2023-01-23,Monday,Bí đao,119.0,Nắng,Không
2023-01-23,Monday,Bí ngô,154.0,Nắng,Không
2023-01-23,Monday,Bí phấn,20.0,Mưa,Không
2023-01-23,Monday,Bí đao,148.0,Nắng,Không
2023-01-23,Monday,Bí ngô,77.0,Mưa,Không
2023-01-23,Monday,Thịt vịt,26.0,Mưa,Không
2023-01-23,Monday,Thịt ngan,18.0,Mưa,Không
2023-01-23,Monday,Thịt ngỗng,119.0,Nắng,Không
2023-01-23,Monday,Thịt chim,54.0,Mưa,Không
2023-01-23,Monday,Thịt thỏ,93.0,Nắng,Không
2023-01-23,Monday,Thịt nai,95.0,Mưa,Không
2023-01-23,Monday,Thịt đà điểu,10.0,Mưa,Không
2023-01-23,Monday,Thịt trâu,135.0,Nắng,Không
2023-01-23,Monday,Thịt dê,84.0,Mưa,Không
2023-01-23,Monday,Thịt heo rừng,77.0,Nắng,Không
2023-01-23,Monday,Cá chép,176.0,Nắng,Không
2023-01-23,Monday,Cá rô phi,177.0,Nắng,Không
2023-01-23,Monday,Cá trê,6.0,Mưa,Không
2023-01-23,Monday,Cá bống,79.0,Nắng,Không
2023-01-23,Monday,Cá cơm,6.0,Mưa,Không
2023-01-23,Monday,Cá kèo,176.0,Nắng,Không
2023-01-23,Monday,Cá linh,89.0,Mưa,Không
2023-01-23,Monday,Cá lăng,10.0,Nắng,Không
2023-01-23,Monday,Cá mè,133.0,Nắng,Không
2023-01-23,Monday,Cá trắm,82.0,Nắng,Không
2023-01-23,Monday,Tôm càng xanh,105.0,Nắng,Không
2023-01-23,Monday,Tôm đất,13.0,Mưa,Không
2023-01-23,Monday,Tôm thẻ,96.0,Mưa,Không
2023-01-23,Monday,Tôm bạc,80.0,Nắng,Không
2023-01-23,Monday,Mực lá,41.0,Nắng,Không
2023-01-23,Monday,Mực trứng,30.0,Mưa,Không
2023-01-23,Monday,Mực cơm,5.0,Nắng,Không
2023-01-23,Monday,Mực sữa,49.0,Nắng,Không
2023-01-23,Monday,Cua gạch,42.0,Mưa,Không
2023-01-23,Monday,Cua thịt,76.0,Nắng,Không
2023-01-23,Monday,Sườn heo,63.0,Mưa,Không
2023-01-23,Monday,Sườn bò,49.0,Nắng,Không
2023-01-23,Monday,Thăn bò,37.0,Mưa,Không
2023-01-23,Monday,Thịt bò bắp,43.0,Mưa,Không
2023-01-23,Monday,Thịt bò gân,44.0,Mưa,Không
2023-01-23,Monday,Thịt bò phi lê,56.0,Mưa,Không
2023-01-23,Monday,Thịt bò xay,107.0,Nắng,Không
2023-01-23,Monday,Thịt bò nạc,36.0,Nắng,Không
2023-01-23,Monday,Thịt bò ba chỉ,53.0,Mưa,Không
